origin,destination,region,route_exposure,cluster,month,horizon,current_rate_usd_feu,forecast_rate_usd_feu,pct_change,regional_pct_change,lane_premium_pct_change,seasonal_pct_change,low_rate_usd_feu,high_rate_usd_feu
Nhava Sheva (JNPT),Kuwait City,Middle East,hormuz,6,2026-10,3,862.0,941.0,9.2,9.2,-0.0,0.0,763.0,1124.0
Nhava Sheva (JNPT),Hamad Port (Doha),Middle East,hormuz,6,2026-10,3,842.0,921.0,9.4,9.2,0.2,0.0,743.0,1104.0
Nhava Sheva (JNPT),Sohar,Middle East,hormuz,6,2026-10,3,884.0,965.0,9.2,9.2,-0.0,0.0,783.0,1153.0
Nhava Sheva (JNPT),Jeddah,Red Sea / East Africa,red_sea,0,2026-10,3,1051.0,1147.0,9.1,9.1,0.0,0.0,931.0,1369.0
Nhava Sheva (JNPT),Port Sudan,Red Sea / East Africa,red_sea,0,2026-10,3,1505.0,1639.0,8.9,9.1,-0.2,0.0,1337.0,1950.0
Nhava Sheva (JNPT),Djibouti,Red Sea / East Africa,red_sea,0,2026-10,3,1349.0,1471.0,9.0,9.1,-0.1,0.0,1196.0,1754.0
Nhava Sheva (JNPT),Aqaba,Red Sea / East Africa,red_sea,0,2026-10,3,1317.0,1437.0,9.1,9.1,0.0,0.0,1167.0,1716.0
Nhava Sheva (JNPT),Suez,Red Sea / East Africa,red_sea,0,2026-10,3,1491.0,1627.0,9.1,9.1,0.0,0.0,1320.0,1944.0
Nhava Sheva (JNPT),Piraeus,Europe (Mediterranean),suez,2,2026-10,3,2311.0,2506.0,8.5,8.6,-0.2,0.0,2066.0,2961.0
Nhava Sheva (JNPT),Genoa,Europe (Mediterranean),suez,2,2026-10,3,2452.0,2663.0,8.6,8.6,0.0,0.0,2187.0,3155.0
Nhava Sheva (JNPT),Barcelona,Europe (Mediterranean),suez,2,2026-10,3,2478.0,2694.0,8.7,8.6,0.1,0.0,2207.0,3197.0
Nhava Sheva (JNPT),Marseille,Europe (Mediterranean),suez,2,2026-10,3,2602.0,2831.0,8.8,8.6,0.2,0.0,2315.0,3364.0
Nhava Sheva (JNPT),Valencia,Europe (Mediterranean),suez,2,2026-10,3,2501.0,2714.0,8.5,8.6,-0.1,0.0,2233.0,3211.0
Nhava Sheva (JNPT),Gioia Tauro,Europe (Mediterranean),suez,2,2026-10,3,2648.0,2881.0,8.8,8.6,0.2,0.0,2356.0,3423.0
Nhava Sheva (JNPT),Ambarli (Istanbul),Europe (Mediterranean),suez,2,2026-10,3,2467.0,2673.0,8.3,8.6,-0.3,0.0,2209.0,3152.0
Nhava Sheva (JNPT),Rotterdam,Europe (North),suez,2,2026-10,3,3120.0,3386.0,8.5,8.6,-0.1,0.0,2786.0,4006.0
Nhava Sheva (JNPT),Hamburg,Europe (North),suez,2,2026-10,3,3395.0,3698.0,8.9,8.6,0.3,0.0,3016.0,4401.0
Nhava Sheva (JNPT),Antwerp,Europe (North),suez,2,2026-10,3,2975.0,3235.0,8.8,8.6,0.1,0.0,2649.0,3841.0
Nhava Sheva (JNPT),Felixstowe,Europe (North),suez,2,2026-10,3,3072.0,3340.0,8.7,8.6,0.1,0.0,2736.0,3963.0
Nhava Sheva (JNPT),Le Havre,Europe (North),suez,2,2026-10,3,3196.0,3471.0,8.6,8.6,0.0,0.0,2851.0,4112.0
Nhava Sheva (JNPT),New York/New Jersey,US East Coast,suez_panama,3,2026-10,3,3122.0,3289.0,5.4,5.3,0.0,0.0,2912.0,3678.0
Nhava Sheva (JNPT),Savannah,US East Coast,suez_panama,3,2026-10,3,3068.0,3231.0,5.3,5.3,-0.0,0.0,2864.0,3609.0
Nhava Sheva (JNPT),Norfolk,US East Coast,suez_panama,3,2026-10,3,3267.0,3426.0,4.9,5.3,-0.5,0.0,3067.0,3796.0
Nhava Sheva (JNPT),Charleston,US East Coast,suez_panama,3,2026-10,3,3224.0,3409.0,5.7,5.3,0.4,0.0,2992.0,3839.0
Nhava Sheva (JNPT),Baltimore,US East Coast,suez_panama,3,2026-10,3,3520.0,3715.0,5.5,5.3,0.2,0.0,3275.0,4169.0
Nhava Sheva (JNPT),Houston,US Gulf / Caribbean / Latin America,panama,5,2026-10,3,3515.0,3683.0,4.8,4.8,0.0,0.0,3304.0,4075.0
Nhava Sheva (JNPT),New Orleans,US Gulf / Caribbean / Latin America,panama,5,2026-10,3,3407.0,3573.0,4.9,4.8,0.1,0.0,3199.0,3959.0
Nhava Sheva (JNPT),Cartagena,US Gulf / Caribbean / Latin America,panama,5,2026-10,3,2799.0,2932.0,4.8,4.8,-0.0,0.0,2632.0,3243.0
Nhava Sheva (JNPT),Balboa,US Gulf / Caribbean / Latin America,panama,5,2026-10,3,2599.0,2733.0,5.1,4.8,0.4,0.0,2431.0,3043.0
Nhava Sheva (JNPT),Kingston,US Gulf / Caribbean / Latin America,panama,5,2026-10,3,2555.0,2677.0,4.8,4.8,0.0,0.0,2401.0,2962.0
Nhava Sheva (JNPT),Lagos,Africa / South America (Cape),cape_route,4,2026-10,3,2587.0,2661.0,2.8,2.5,-0.1,0.45,2521.0,2805.0
Nhava Sheva (JNPT),Tema,Africa / South America (Cape),cape_route,4,2026-10,3,2761.0,2837.0,2.8,2.5,-0.2,0.45,2693.0,2986.0
Nhava Sheva (JNPT),Durban,Africa / South America (Cape),cape_route,4,2026-10,3,2180.0,2247.0,3.1,2.5,0.1,0.45,2118.0,2381.0
Nhava Sheva (JNPT),Cape Town,Africa / South America (Cape),cape_route,4,2026-10,3,2198.0,2271.0,3.3,2.5,0.3,0.45,2129.0,2416.0
Nhava Sheva (JNPT),Santos,Africa / South America (Cape),cape_route,4,2026-10,3,2702.0,2789.0,3.2,2.5,0.2,0.45,2620.0,2963.0
Nhava Sheva (JNPT),Buenos Aires,Africa / South America (Cape),cape_route,4,2026-10,3,3174.0,3254.0,2.5,2.5,-0.5,0.45,3106.0,3407.0
Nhava Sheva (JNPT),Mombasa,Indian Ocean Rim,indian_ocean,1,2026-10,3,773.0,808.0,4.5,3.2,-0.2,1.57,756.0,861.0
Nhava Sheva (JNPT),Dar es Salaam,Indian Ocean Rim,indian_ocean,1,2026-10,3,820.0,857.0,4.5,3.2,-0.2,1.57,803.0,913.0
Nhava Sheva (JNPT),Colombo,Indian Ocean Rim,indian_ocean,1,2026-10,3,556.0,581.0,4.4,3.2,-0.3,1.57,545.0,618.0
Nhava Sheva (JNPT),Port Louis,Indian Ocean Rim,indian_ocean,1,2026-10,3,992.0,1039.0,4.7,3.2,0.0,1.57,968.0,1112.0
Nhava Sheva (JNPT),Karachi,Indian Ocean Rim,indian_ocean,1,2026-10,3,610.0,641.0,5.1,3.2,0.4,1.57,593.0,691.0
Nhava Sheva (JNPT),Los Angeles/Long Beach,Pacific (US West / Oceania),pacific,3,2026-10,3,2124.0,2177.0,2.5,2.5,-0.0,0.0,2057.0,2301.0
Nhava Sheva (JNPT),Oakland,Pacific (US West / Oceania),pacific,3,2026-10,3,2210.0,2264.0,2.4,2.5,-0.1,0.0,2143.0,2388.0
Nhava Sheva (JNPT),Seattle/Tacoma,Pacific (US West / Oceania),pacific,3,2026-10,3,2032.0,2080.0,2.4,2.5,-0.2,0.0,1972.0,2192.0
Nhava Sheva (JNPT),Vancouver,Pacific (US West / Oceania),pacific,3,2026-10,3,2239.0,2300.0,2.7,2.5,0.2,0.0,2163.0,2441.0
Nhava Sheva (JNPT),Melbourne,Pacific (US West / Oceania),pacific,3,2026-10,3,1928.0,1975.0,2.4,2.5,-0.1,0.0,1869.0,2083.0
Nhava Sheva (JNPT),Sydney,Pacific (US West / Oceania),pacific,3,2026-10,3,2105.0,2154.0,2.3,2.5,-0.2,0.0,2044.0,2267.0
Nhava Sheva (JNPT),Auckland,Pacific (US West / Oceania),pacific,3,2026-10,3,2026.0,2070.0,2.2,2.5,-0.4,0.0,1971.0,2171.0
Nhava Sheva (JNPT),Singapore,Intra-Asia,intra_asia,1,2026-10,3,480.0,497.0,3.5,1.9,0.2,1.4,474.0,521.0
Nhava Sheva (JNPT),Port Klang,Intra-Asia,intra_asia,1,2026-10,3,447.0,462.0,3.3,1.9,-0.1,1.4,443.0,481.0
Nhava Sheva (JNPT),Laem Chabang,Intra-Asia,intra_asia,1,2026-10,3,570.0,585.0,2.7,1.9,-0.7,1.4,569.0,602.0
Nhava Sheva (JNPT),Ho Chi Minh City (Cat Lai),Intra-Asia,intra_asia,1,2026-10,3,602.0,623.0,3.6,1.9,0.2,1.4,594.0,654.0
Nhava Sheva (JNPT),Shanghai,Intra-Asia,intra_asia,1,2026-10,3,723.0,748.0,3.4,1.9,0.1,1.4,715.0,782.0
Nhava Sheva (JNPT),Ningbo,Intra-Asia,intra_asia,1,2026-10,3,812.0,834.0,2.7,1.9,-0.6,1.4,810.0,859.0
Nhava Sheva (JNPT),Yantian (Shenzhen),Intra-Asia,intra_asia,1,2026-10,3,737.0,761.0,3.3,1.9,-0.1,1.4,730.0,793.0
Nhava Sheva (JNPT),Busan,Intra-Asia,intra_asia,1,2026-10,3,937.0,965.0,3.0,1.9,-0.4,1.4,931.0,1000.0
Nhava Sheva (JNPT),Yokohama,Intra-Asia,intra_asia,1,2026-10,3,950.0,980.0,3.2,1.9,-0.1,1.4,942.0,1020.0
ICD Tihi,Jebel Ali,Middle East,hormuz,6,2026-10,3,1053.0,1150.0,9.2,9.2,0.0,0.0,932.0,1374.0
ICD Tihi,Dammam,Middle East,hormuz,6,2026-10,3,1131.0,1234.0,9.1,9.2,-0.0,0.0,1002.0,1474.0
ICD Tihi,Bandar Abbas,Middle East,hormuz,6,2026-10,3,1151.0,1257.0,9.2,9.2,0.0,0.0,1018.0,1503.0
ICD Tihi,Kuwait City,Middle East,hormuz,6,2026-10,3,1047.0,1143.0,9.2,9.2,0.0,0.0,926.0,1367.0
ICD Tihi,Hamad Port (Doha),Middle East,hormuz,6,2026-10,3,1027.0,1122.0,9.3,9.2,0.1,0.0,908.0,1343.0
ICD Tihi,Sohar,Middle East,hormuz,6,2026-10,3,1069.0,1169.0,9.4,9.2,0.2,0.0,943.0,1402.0
ICD Tihi,Jeddah,Red Sea / East Africa,red_sea,0,2026-10,3,1236.0,1349.0,9.1,9.1,0.0,0.0,1095.0,1611.0
ICD Tihi,Port Sudan,Red Sea / East Africa,red_sea,0,2026-10,3,1690.0,1841.0,8.9,9.1,-0.2,0.0,1501.0,2192.0
ICD Tihi,Djibouti,Red Sea / East Africa,red_sea,0,2026-10,3,1534.0,1675.0,9.2,9.1,0.1,0.0,1357.0,2002.0
ICD Tihi,Aqaba,Red Sea / East Africa,red_sea,0,2026-10,3,1502.0,1639.0,9.2,9.1,0.1,0.0,1330.0,1959.0
ICD Tihi,Suez,Red Sea / East Africa,red_sea,0,2026-10,3,1676.0,1829.0,9.1,9.1,0.0,0.0,1485.0,2183.0
ICD Tihi,Piraeus,Europe (Mediterranean),suez,2,2026-10,3,2496.0,2710.0,8.6,8.6,-0.1,0.0,2228.0,3207.0
ICD Tihi,Genoa,Europe (Mediterranean),suez,2,2026-10,3,2637.0,2857.0,8.3,8.6,-0.3,0.0,2361.0,3369.0
ICD Tihi,Barcelona,Europe (Mediterranean),suez,2,2026-10,3,2663.0,2896.0,8.8,8.6,0.1,0.0,2371.0,3438.0
ICD Tihi,Marseille,Europe (Mediterranean),suez,2,2026-10,3,2787.0,3032.0,8.8,8.6,0.2,0.0,2480.0,3600.0
ICD Tihi,Valencia,Europe (Mediterranean),suez,2,2026-10,3,2686.0,2917.0,8.6,8.6,0.0,0.0,2396.0,3456.0
ICD Tihi,Gioia Tauro,Europe (Mediterranean),suez,2,2026-10,3,2833.0,3075.0,8.5,8.6,-0.1,0.0,2530.0,3637.0
ICD Tihi,Ambarli (Istanbul),Europe (Mediterranean),suez,2,2026-10,3,2652.0,2886.0,8.8,8.6,0.2,0.0,2358.0,3431.0
ICD Tihi,Rotterdam,Europe (North),suez,2,2026-10,3,3305.0,3586.0,8.5,8.6,-0.1,0.0,2952.0,4240.0
ICD Tihi,Hamburg,Europe (North),suez,2,2026-10,3,3580.0,3891.0,8.7,8.6,0.1,0.0,3190.0,4615.0
ICD Tihi,Antwerp,Europe (North),suez,2,2026-10,3,3160.0,3448.0,9.1,8.6,0.5,0.0,2799.0,4116.0
ICD Tihi,Felixstowe,Europe (North),suez,2,2026-10,3,3257.0,3539.0,8.7,8.6,0.1,0.0,2903.0,4196.0
ICD Tihi,Le Havre,Europe (North),suez,2,2026-10,3,3381.0,3669.0,8.5,8.6,-0.1,0.0,3020.0,4338.0
ICD Tihi,New York/New Jersey,US East Coast,suez_panama,3,2026-10,3,3307.0,3488.0,5.5,5.3,0.1,0.0,3080.0,3908.0
ICD Tihi,Savannah,US East Coast,suez_panama,3,2026-10,3,3253.0,3420.0,5.1,5.3,-0.2,0.0,3043.0,3809.0
ICD Tihi,Norfolk,US East Coast,suez_panama,3,2026-10,3,3452.0,3638.0,5.4,5.3,0.1,0.0,3219.0,4070.0
ICD Tihi,Charleston,US East Coast,suez_panama,3,2026-10,3,3409.0,3597.0,5.5,5.3,0.2,0.0,3173.0,4035.0
ICD Tihi,Baltimore,US East Coast,suez_panama,3,2026-10,3,3705.0,3899.0,5.2,5.3,-0.1,0.0,3462.0,4349.0
ICD Tihi,Houston,US Gulf / Caribbean / Latin America,panama,5,2026-10,3,3700.0,3890.0,5.1,4.8,0.4,0.0,3461.0,4333.0
ICD Tihi,New Orleans,US Gulf / Caribbean / Latin America,panama,5,2026-10,3,3592.0,3759.0,4.7,4.8,-0.1,0.0,3382.0,4148.0
ICD Tihi,Cartagena,US Gulf / Caribbean / Latin America,panama,5,2026-10,3,2984.0,3124.0,4.7,4.8,-0.1,0.0,2809.0,3449.0
ICD Tihi,Balboa,US Gulf / Caribbean / Latin America,panama,5,2026-10,3,2784.0,2908.0,4.4,4.8,-0.4,0.0,2629.0,3195.0
ICD Tihi,Kingston,US Gulf / Caribbean / Latin America,panama,5,2026-10,3,2740.0,2868.0,4.7,4.8,-0.1,0.0,2580.0,3164.0
ICD Tihi,Lagos,Africa / South America (Cape),cape_route,4,2026-10,3,2772.0,2855.0,3.0,2.5,0.0,0.45,2696.0,3020.0
ICD Tihi,Tema,Africa / South America (Cape),cape_route,4,2026-10,3,2946.0,3037.0,3.1,2.5,0.1,0.45,2862.0,3218.0
ICD Tihi,Durban,Africa / South America (Cape),cape_route,4,2026-10,3,2365.0,2432.0,2.8,2.5,-0.2,0.45,2305.0,2562.0
ICD Tihi,Cape Town,Africa / South America (Cape),cape_route,4,2026-10,3,2383.0,2460.0,3.3,2.5,0.3,0.45,2310.0,2616.0
ICD Tihi,Santos,Africa / South America (Cape),cape_route,4,2026-10,3,2887.0,2985.0,3.4,2.5,0.4,0.45,2794.0,3182.0
ICD Tihi,Buenos Aires,Africa / South America (Cape),cape_route,4,2026-10,3,3359.0,3465.0,3.2,2.5,0.2,0.45,3260.0,3678.0
ICD Tihi,Mombasa,Indian Ocean Rim,indian_ocean,1,2026-10,3,958.0,1003.0,4.7,3.2,0.0,1.57,935.0,1073.0
ICD Tihi,Dar es Salaam,Indian Ocean Rim,indian_ocean,1,2026-10,3,1005.0,1053.0,4.8,3.2,0.0,1.57,981.0,1127.0
ICD Tihi,Colombo,Indian Ocean Rim,indian_ocean,1,2026-10,3,741.0,775.0,4.6,3.2,-0.1,1.57,724.0,828.0
ICD Tihi,Port Louis,Indian Ocean Rim,indian_ocean,1,2026-10,3,1177.0,1234.0,4.8,3.2,0.1,1.57,1147.0,1323.0
ICD Tihi,Karachi,Indian Ocean Rim,indian_ocean,1,2026-10,3,795.0,833.0,4.7,3.2,0.0,1.57,776.0,891.0
ICD Tihi,Los Angeles/Long Beach,Pacific (US West / Oceania),pacific,3,2026-10,3,2309.0,2365.0,2.4,2.5,-0.1,0.0,2239.0,2495.0
ICD Tihi,Oakland,Pacific (US West / Oceania),pacific,3,2026-10,3,2395.0,2475.0,3.3,2.5,0.8,0.0,2295.0,2661.0
ICD Tihi,Seattle/Tacoma,Pacific (US West / Oceania),pacific,3,2026-10,3,2217.0,2278.0,2.7,2.5,0.2,0.0,2141.0,2419.0
ICD Tihi,Vancouver,Pacific (US West / Oceania),pacific,3,2026-10,3,2424.0,2496.0,3.0,2.5,0.4,0.0,2334.0,2663.0
ICD Tihi,Melbourne,Pacific (US West / Oceania),pacific,3,2026-10,3,2113.0,2174.0,2.9,2.5,0.4,0.0,2037.0,2315.0
ICD Tihi,Sydney,Pacific (US West / Oceania),pacific,3,2026-10,3,2290.0,2346.0,2.5,2.5,-0.1,0.0,2220.0,2477.0
ICD Tihi,Auckland,Pacific (US West / Oceania),pacific,3,2026-10,3,2211.0,2260.0,2.2,2.5,-0.3,0.0,2150.0,2373.0
ICD Tihi,Singapore,Intra-Asia,intra_asia,1,2026-10,3,665.0,688.0,3.5,1.9,0.2,1.4,657.0,721.0
ICD Tihi,Port Klang,Intra-Asia,intra_asia,1,2026-10,3,632.0,655.0,3.7,1.9,0.3,1.4,623.0,688.0
ICD Tihi,Laem Chabang,Intra-Asia,intra_asia,1,2026-10,3,755.0,779.0,3.2,1.9,-0.2,1.4,749.0,810.0
ICD Tihi,Ho Chi Minh City (Cat Lai),Intra-Asia,intra_asia,1,2026-10,3,787.0,813.0,3.3,1.9,0.0,1.4,779.0,849.0
ICD Tihi,Shanghai,Intra-Asia,intra_asia,1,2026-10,3,908.0,940.0,3.5,1.9,0.1,1.4,897.0,983.0
ICD Tihi,Ningbo,Intra-Asia,intra_asia,1,2026-10,3,997.0,1032.0,3.5,1.9,0.1,1.4,985.0,1080.0
ICD Tihi,Yantian (Shenzhen),Intra-Asia,intra_asia,1,2026-10,3,922.0,950.0,3.0,1.9,-0.4,1.4,917.0,984.0
ICD Tihi,Busan,Intra-Asia,intra_asia,1,2026-10,3,1122.0,1161.0,3.5,1.9,0.2,1.4,1108.0,1216.0
ICD Tihi,Yokohama,Intra-Asia,intra_asia,1,2026-10,3,1135.0,1177.0,3.7,1.9,0.4,1.4,1118.0,1238.0
ICD Dhannad,Jebel Ali,Middle East,hormuz,6,2026-10,3,1203.0,1313.0,9.1,9.2,-0.0,0.0,1065.0,1568.0
ICD Dhannad,Dammam,Middle East,hormuz,6,2026-10,3,1281.0,1399.0,9.2,9.2,0.0,0.0,1133.0,1673.0
ICD Dhannad,Bandar Abbas,Middle East,hormuz,6,2026-10,3,1301.0,1418.0,9.0,9.2,-0.1,0.0,1154.0,1691.0
ICD Dhannad,Kuwait City,Middle East,hormuz,6,2026-10,3,1197.0,1306.0,9.1,9.2,-0.1,0.0,1061.0,1558.0
ICD Dhannad,Hamad Port (Doha),Middle East,hormuz,6,2026-10,3,1177.0,1285.0,9.2,9.2,-0.0,0.0,1042.0,1535.0
ICD Dhannad,Sohar,Middle East,hormuz,6,2026-10,3,1219.0,1332.0,9.2,9.2,0.1,0.0,1078.0,1593.0
ICD Dhannad,Jeddah,Red Sea / East Africa,red_sea,0,2026-10,3,1386.0,1511.0,9.0,9.1,-0.1,0.0,1229.0,1802.0
ICD Dhannad,Port Sudan,Red Sea / East Africa,red_sea,0,2026-10,3,1840.0,2004.0,8.9,9.1,-0.2,0.0,1634.0,2385.0
ICD Dhannad,Djibouti,Red Sea / East Africa,red_sea,0,2026-10,3,1684.0,1834.0,8.9,9.1,-0.2,0.0,1496.0,2183.0
ICD Dhannad,Aqaba,Red Sea / East Africa,red_sea,0,2026-10,3,1652.0,1806.0,9.3,9.1,0.2,0.0,1459.0,2164.0
ICD Dhannad,Suez,Red Sea / East Africa,red_sea,0,2026-10,3,1826.0,1991.0,9.0,9.1,-0.1,0.0,1619.0,2375.0
ICD Dhannad,Piraeus,Europe (Mediterranean),suez,2,2026-10,3,2646.0,2872.0,8.5,8.6,-0.1,0.0,2363.0,3397.0
ICD Dhannad,Genoa,Europe (Mediterranean),suez,2,2026-10,3,2787.0,3021.0,8.4,8.6,-0.2,0.0,2493.0,3566.0
ICD Dhannad,Barcelona,Europe (Mediterranean),suez,2,2026-10,3,2813.0,3063.0,8.9,8.6,0.3,0.0,2500.0,3644.0
ICD Dhannad,Marseille,Europe (Mediterranean),suez,2,2026-10,3,2937.0,3180.0,8.3,8.6,-0.4,0.0,2633.0,3744.0
ICD Dhannad,Valencia,Europe (Mediterranean),suez,2,2026-10,3,2836.0,3094.0,9.1,8.6,0.5,0.0,2512.0,3694.0
ICD Dhannad,Gioia Tauro,Europe (Mediterranean),suez,2,2026-10,3,2983.0,3238.0,8.6,8.6,-0.1,0.0,2663.0,3832.0
ICD Dhannad,Ambarli (Istanbul),Europe (Mediterranean),suez,2,2026-10,3,2802.0,3049.0,8.8,8.6,0.2,0.0,2492.0,3625.0
ICD Dhannad,Rotterdam,Europe (North),suez,2,2026-10,3,3455.0,3748.0,8.5,8.6,-0.1,0.0,3088.0,4429.0
ICD Dhannad,Hamburg,Europe (North),suez,2,2026-10,3,3730.0,4052.0,8.6,8.6,0.0,0.0,3326.0,4802.0
ICD Dhannad,Antwerp,Europe (North),suez,2,2026-10,3,3310.0,3593.0,8.5,8.6,-0.1,0.0,2956.0,4249.0
ICD Dhannad,Felixstowe,Europe (North),suez,2,2026-10,3,3407.0,3694.0,8.4,8.6,-0.2,0.0,3047.0,4362.0
ICD Dhannad,Le Havre,Europe (North),suez,2,2026-10,3,3531.0,3830.0,8.5,8.6,-0.1,0.0,3155.0,4527.0
ICD Dhannad,New York/New Jersey,US East Coast,suez_panama,3,2026-10,3,3457.0,3633.0,5.1,5.3,-0.2,0.0,3236.0,4042.0
ICD Dhannad,Savannah,US East Coast,suez_panama,3,2026-10,3,3403.0,3591.0,5.5,5.3,0.2,0.0,3167.0,4028.0
ICD Dhannad,Norfolk,US East Coast,suez_panama,3,2026-10,3,3602.0,3782.0,5.0,5.3,-0.3,0.0,3376.0,4202.0
ICD Dhannad,Charleston,US East Coast,suez_panama,3,2026-10,3,3559.0,3749.0,5.3,5.3,0.0,0.0,3321.0,4190.0
ICD Dhannad,Baltimore,US East Coast,suez_panama,3,2026-10,3,3855.0,4050.0,5.1,5.3,-0.3,0.0,3610.0,4504.0
ICD Dhannad,Houston,US Gulf / Caribbean / Latin America,panama,5,2026-10,3,3850.0,4029.0,4.7,4.8,-0.1,0.0,3625.0,4446.0
ICD Dhannad,New Orleans,US Gulf / Caribbean / Latin America,panama,5,2026-10,3,3742.0,3924.0,4.9,4.8,0.1,0.0,3513.0,4348.0
ICD Dhannad,Cartagena,US Gulf / Caribbean / Latin America,panama,5,2026-10,3,3134.0,3292.0,5.0,4.8,0.2,0.0,2936.0,3659.0
ICD Dhannad,Balboa,US Gulf / Caribbean / Latin America,panama,5,2026-10,3,2934.0,3068.0,4.6,4.8,-0.2,0.0,2767.0,3378.0
ICD Dhannad,Kingston,US Gulf / Caribbean / Latin America,panama,5,2026-10,3,2890.0,3037.0,5.1,4.8,0.3,0.0,2706.0,3379.0
ICD Dhannad,Lagos,Africa / South America (Cape),cape_route,4,2026-10,3,2922.0,2997.0,2.6,2.5,-0.4,0.45,2858.0,3139.0
ICD Dhannad,Tema,Africa / South America (Cape),cape_route,4,2026-10,3,3096.0,3184.0,2.8,2.5,-0.1,0.45,3017.0,3357.0
ICD Dhannad,Durban,Africa / South America (Cape),cape_route,4,2026-10,3,2515.0,2589.0,3.0,2.5,-0.0,0.45,2447.0,2736.0
ICD Dhannad,Cape Town,Africa / South America (Cape),cape_route,4,2026-10,3,2533.0,2605.0,2.8,2.5,-0.1,0.45,2468.0,2746.0
ICD Dhannad,Santos,Africa / South America (Cape),cape_route,4,2026-10,3,3037.0,3132.0,3.1,2.5,0.1,0.45,2949.0,3320.0
ICD Dhannad,Buenos Aires,Africa / South America (Cape),cape_route,4,2026-10,3,3509.0,3610.0,2.9,2.5,-0.1,0.45,3418.0,3808.0
ICD Dhannad,Mombasa,Indian Ocean Rim,indian_ocean,1,2026-10,3,1108.0,1165.0,5.1,3.2,0.4,1.57,1076.0,1256.0
ICD Dhannad,Dar es Salaam,Indian Ocean Rim,indian_ocean,1,2026-10,3,1155.0,1214.0,5.1,3.2,0.4,1.57,1122.0,1308.0
ICD Dhannad,Colombo,Indian Ocean Rim,indian_ocean,1,2026-10,3,891.0,932.0,4.6,3.2,-0.1,1.57,871.0,995.0
ICD Dhannad,Port Louis,Indian Ocean Rim,indian_ocean,1,2026-10,3,1327.0,1387.0,4.5,3.2,-0.2,1.57,1299.0,1477.0
ICD Dhannad,Karachi,Indian Ocean Rim,indian_ocean,1,2026-10,3,945.0,994.0,5.2,3.2,0.4,1.57,917.0,1072.0
ICD Dhannad,Los Angeles/Long Beach,Pacific (US West / Oceania),pacific,3,2026-10,3,2459.0,2526.0,2.7,2.5,0.2,0.0,2375.0,2681.0
ICD Dhannad,Oakland,Pacific (US West / Oceania),pacific,3,2026-10,3,2545.0,2620.0,3.0,2.5,0.4,0.0,2450.0,2796.0
ICD Dhannad,Seattle/Tacoma,Pacific (US West / Oceania),pacific,3,2026-10,3,2367.0,2428.0,2.6,2.5,0.0,0.0,2291.0,2568.0
ICD Dhannad,Vancouver,Pacific (US West / Oceania),pacific,3,2026-10,3,2574.0,2639.0,2.5,2.5,0.0,0.0,2492.0,2791.0
ICD Dhannad,Melbourne,Pacific (US West / Oceania),pacific,3,2026-10,3,2263.0,2332.0,3.0,2.5,0.5,0.0,2177.0,2492.0
ICD Dhannad,Sydney,Pacific (US West / Oceania),pacific,3,2026-10,3,2440.0,2506.0,2.7,2.5,0.2,0.0,2358.0,2658.0
ICD Dhannad,Auckland,Pacific (US West / Oceania),pacific,3,2026-10,3,2361.0,2418.0,2.4,2.5,-0.1,0.0,2290.0,2549.0
ICD Dhannad,Singapore,Intra-Asia,intra_asia,1,2026-10,3,815.0,840.0,3.1,1.9,-0.2,1.4,809.0,873.0
ICD Dhannad,Port Klang,Intra-Asia,intra_asia,1,2026-10,3,782.0,811.0,3.7,1.9,0.4,1.4,770.0,854.0
ICD Dhannad,Laem Chabang,Intra-Asia,intra_asia,1,2026-10,3,905.0,935.0,3.4,1.9,0.0,1.4,895.0,977.0
ICD Dhannad,Ho Chi Minh City (Cat Lai),Intra-Asia,intra_asia,1,2026-10,3,937.0,967.0,3.2,1.9,-0.2,1.4,930.0,1005.0
ICD Dhannad,Shanghai,Intra-Asia,intra_asia,1,2026-10,3,1058.0,1090.0,3.1,1.9,-0.3,1.4,1051.0,1132.0
ICD Dhannad,Ningbo,Intra-Asia,intra_asia,1,2026-10,3,1147.0,1192.0,3.9,1.9,0.6,1.4,1127.0,1259.0
ICD Dhannad,Yantian (Shenzhen),Intra-Asia,intra_asia,1,2026-10,3,1072.0,1106.0,3.2,1.9,-0.1,1.4,1063.0,1151.0
ICD Dhannad,Busan,Intra-Asia,intra_asia,1,2026-10,3,1272.0,1315.0,3.4,1.9,0.1,1.4,1258.0,1375.0
ICD Dhannad,Yokohama,Intra-Asia,intra_asia,1,2026-10,3,1285.0,1328.0,3.3,1.9,-0.0,1.4,1272.0,1385.0
